loc_rowid	pl_hostname	pl_discmethod	pl_pnum	pl_orbper	pl_orbpererr1	pl_orbpererr2	pl_orbperlim	st_dist	st_disterr1	st_disterr2	st_distlim	pl_facility
2083	Kepler-207	Transit	3	1.61186500	0.00000600	-0.00000600	0					Kepler
2084	Kepler-207	Transit	3	3.07157100	0.00001600	-0.00001600	0					Kepler
2085	Kepler-207	Transit	3	5.86807500	0.00000900	-0.00000900	0					Kepler
2086	Kepler-208	Transit	4	4.22864000	0.00001800	-0.00001800	0					Kepler
2087	Kepler-208	Transit	4	7.46662300	0.00006700	-0.00006700	0					Kepler
2088	Kepler-208	Transit	4	11.13178600	0.00013100	-0.00013100	0					Kepler
2089	Kepler-208	Transit	4	16.25945800	0.00017600	-0.00017600	0					Kepler
2090	Kepler-209	Transit	2	16.08784500	0.00004100	-0.00004100	0					Kepler
2091	Kepler-209	Transit	2	41.74988200	0.00010600	-0.00010600	0					Kepler
2092	Kepler-21	Transit	1	2.78578000	0.00003000	-0.00003000	0	113.00	7.00	-7.00	0	Kepler
2093	Kepler-210	Transit	2	2.45323400	0.00000100	-0.00000100	0					Kepler
2094	Kepler-210	Transit	2	7.97251300	0.00000300	-0.00000300	0					Kepler
2095	Kepler-211	Transit	2	4.13857500	0.00001000	-0.00001000	0					Kepler
2096	Kepler-211	Transit	2	6.04045000	0.00001600	-0.00001600	0					Kepler
2097	Kepler-212	Transit	2	16.25758200	0.00037800	-0.00037800	0					Kepler
2098	Kepler-212	Transit	2	31.80517400	0.00014200	-0.00014200	0					Kepler
2099	Kepler-213	Transit	2	2.46236000	0.00000600	-0.00000600	0					Kepler
2100	Kepler-213	Transit	2	4.82296200	0.00000800	-0.00000800	0					Kepler
2101	Kepler-214	Transit	2	15.66054400	0.00008000	-0.00008000	0					Kepler
2102	Kepler-214	Transit	2	28.77980000	0.00039700	-0.00039700	0					Kepler
2103	Kepler-215	Transit	4	9.36067200	0.00004000	-0.00004000	0					Kepler
2104	Kepler-215	Transit	4	14.66710800	0.00008900	-0.00008900	0					Kepler
2105	Kepler-215	Transit	4	30.86442300	0.00009200	-0.00009200	0					Kepler
2106	Kepler-215	Transit	4	68.16101000	0.00063000	-0.00063000	0					Kepler
2107	Kepler-216	Transit	2	7.69364100	0.00003100	-0.00003100	0					Kepler
2108	Kepler-216	Transit	2	17.40666900	0.00005700	-0.00005700	0					Kepler
2109	Kepler-217	Transit	3	5.37494300	0.00001900	-0.00001900	0					Kepler
2110	Kepler-217	Transit	3	8.58600400	0.00005300	-0.00005300	0					Kepler
2111	Kepler-217	Transit	3	3.88689525	0.00002241	-0.00002241	0					Kepler
2112	Kepler-218	Transit	3	3.61933700	0.00001100	-0.00001100	0					Kepler
2113	Kepler-218	Transit	3	44.69957600	0.00016700	-0.00016700	0					Kepler
2114	Kepler-218	Transit	3	124.52446470	0.00058220	-0.00058220	0					Kepler
2115	Kepler-219	Transit	3	4.58551200	0.00000800	-0.00000800	0					Kepler
2116	Kepler-219	Transit	3	22.71461300	0.00007500	-0.00007500	0					Kepler
2117	Kepler-219	Transit	3	47.90364500	0.00030700	-0.00030700	0					Kepler
2118	Kepler-22	Transit	1	289.86230000	0.00160000	-0.00200000	0	190.00			0	Kepler
2119	Kepler-220	Transit	4	4.15980700	0.00001000	-0.00001000	0					Kepler
2120	Kepler-220	Transit	4	9.03419900	0.00000900	-0.00000900	0					Kepler
2121	Kepler-220	Transit	4	28.12239700	0.00016200	-0.00016200	0					Kepler
2122	Kepler-220	Transit	4	45.90273300	0.00019200	-0.00019200	0					Kepler
2123	Kepler-221	Transit	4	2.79590600	0.00000400	-0.00000400	0					Kepler
2124	Kepler-221	Transit	4	5.69058600	0.00000400	-0.00000400	0					Kepler
2125	Kepler-221	Transit	4	10.04156000	0.00001100	-0.00001100	0					Kepler
2126	Kepler-221	Transit	4	18.36991700	0.00002900	-0.00002900	0					Kepler
2127	Kepler-222	Transit	3	3.93698100	0.00000500	-0.00000500	0					Kepler
2128	Kepler-222	Transit	3	10.08881000	0.00001100	-0.00001100	0					Kepler
2129	Kepler-222	Transit	3	28.08191200	0.00006900	-0.00006900	0					Kepler
2130	Kepler-223	Transit	4	7.38449000	0.00022000	-0.00022000	0					Kepler
2131	Kepler-223	Transit	4	9.84564000	0.00052000	-0.00051000	0					Kepler
2132	Kepler-223	Transit	4	14.78869000	0.00030000	-0.00027000	0					Kepler
2133	Kepler-223	Transit	4	19.72567000	0.00055000	-0.00054000	0					Kepler
2134	Kepler-224	Transit	4	3.13292400	0.00001400	-0.00001400	0					Kepler
2135	Kepler-224	Transit	4	5.92500300	0.00001000	-0.00001000	0					Kepler
2136	Kepler-224	Transit	4	11.34939300	0.00003400	-0.00003400	0					Kepler
2137	Kepler-224	Transit	4	18.64357700	0.00008700	-0.00008700	0					Kepler
2138	Kepler-225	Transit	2	6.73897500	0.00004100	-0.00004100	0					Kepler
2139	Kepler-225	Transit	2	18.79423400	0.00007600	-0.00007600	0					Kepler
2140	Kepler-226	Transit	3	3.94099700	0.00002000	-0.00002000	0					Kepler
2141	Kepler-226	Transit	3	5.34955500	0.00001400	-0.00001400	0					Kepler
2142	Kepler-226	Transit	3	8.10904400	0.00009400	-0.00009400	0					Kepler
2143	Kepler-227	Transit	2	9.48801500	0.00003900	-0.00003900	0					Kepler
2144	Kepler-227	Transit	2	54.41869400	0.00046000	-0.00046000	0					Kepler
2145	Kepler-228	Transit	3	2.56654600	0.00002600	-0.00002600	0					Kepler
2146	Kepler-228	Transit	3	4.13444400	0.00001800	-0.00001800	0					Kepler
2147	Kepler-228	Transit	3	11.09428600	0.00003600	-0.00003600	0					Kepler
2148	Kepler-229	Transit	3	6.25297200	0.00002100	-0.00002100	0					Kepler
2149	Kepler-229	Transit	3	16.06863800	0.00001900	-0.00001900	0					Kepler
2150	Kepler-229	Transit	3	41.19491200	0.00024800	-0.00024800	0					Kepler
2151	Kepler-23	Transit	3	7.10730000			0	800.00			0	Kepler
2152	Kepler-23	Transit	3	10.74210000			0	800.00			0	Kepler
2153	Kepler-23	Transit	3	15.27429900	0.00010400	-0.00010400	0	800.00			0	Kepler
2154	Kepler-230	Transit	2	32.62555500	0.00012600	-0.00012600	0					Kepler
2155	Kepler-230	Transit	2	91.77324200	0.00161800	-0.00161800	0					Kepler
2156	Kepler-231	Transit	2	10.06527500	0.00002700	-0.00002700	0					Kepler
2157	Kepler-231	Transit	2	19.27156600	0.00009900	-0.00009900	0					Kepler
2158	Kepler-232	Transit	2	4.43122200	0.00001100	-0.00001100	0					Kepler
2159	Kepler-232	Transit	2	11.37934900	0.00004400	-0.00004400	0					Kepler
2160	Kepler-233	Transit	2	8.47238200	0.00002600	-0.00002600	0					Kepler
2161	Kepler-233	Transit	2	60.41895500	0.00063000	-0.00063000	0					Kepler
2162	Kepler-234	Transit	2	2.71150600	0.00000600	-0.00000600	0					Kepler
2163	Kepler-234	Transit	2	7.21205000	0.00002200	-0.00002200	0					Kepler
2164	Kepler-235	Transit	4	3.34022200	0.00000500	-0.00000500	0	369.00	21.66	-22.32	0	Kepler
2165	Kepler-235	Transit	4	7.82490400	0.00005500	-0.00005500	0	369.00	21.66	-22.32	0	Kepler
2166	Kepler-235	Transit	4	20.06054800	0.00009900	-0.00009900	0	369.00	21.66	-22.32	0	Kepler
2167	Kepler-235	Transit	4	46.18366900	0.00042500	-0.00042500	0	369.00	21.66	-22.32	0	Kepler
2168	Kepler-236	Transit	2	8.29561100	0.00003200	-0.00003200	0					Kepler
2169	Kepler-236	Transit	2	23.96812700	0.00017400	-0.00017400	0					Kepler
2170	Kepler-237	Transit	2	4.71510600	0.00003000	-0.00003000	0					Kepler
2171	Kepler-237	Transit	2	8.10363600	0.00003200	-0.00003200	0					Kepler
2172	Kepler-238	Transit	5	2.09087600	0.00002000	-0.00002000	0					Kepler
2173	Kepler-238	Transit	5	6.15555700	0.00005000	-0.00005000	0					Kepler
2174	Kepler-238	Transit	5	13.23354900	0.00008100	-0.00008100	0					Kepler
2175	Kepler-238	Transit	5	23.65400000			0					Kepler
2176	Kepler-238	Transit	5	50.44700000			0					Kepler
2177	Kepler-239	Transit	2	11.76305100	0.00003400	-0.00003400	0					Kepler
2178	Kepler-239	Transit	2	56.22809800	0.00058000	-0.00058000	0					Kepler
2179	Kepler-24	Transit	4	8.14530000			0	1200.00			0	Kepler
2180	Kepler-24	Transit	4	12.33350000			0	1200.00			0	Kepler
2181	Kepler-24	Transit	4	4.24438400	0.00005300	-0.00005300	0	1200.00			0	Kepler
2182	Kepler-24	Transit	4	18.99835500	0.00015700	-0.00015700	0	1200.00			0	Kepler
2183	Kepler-240	Transit	2	4.14449500	0.00002600	-0.00002600	0					Kepler
2184	Kepler-240	Transit	2	7.95352800	0.00002500	-0.00002500	0					Kepler
2185	Kepler-241	Transit	2	12.71809200	0.00003500	-0.00003500	0					Kepler
2186	Kepler-241	Transit	2	36.06597800	0.00013300	-0.00013300	0					Kepler
2187	Kepler-242	Transit	2	8.20395000	0.00002000	-0.00002000	0					Kepler
2188	Kepler-242	Transit	2	14.49648100	0.00008300	-0.00008300	0					Kepler
2189	Kepler-243	Transit	2	5.71544200	0.00001100	-0.00001100	0					Kepler
2190	Kepler-243	Transit	2	20.02621800	0.00016300	-0.00016300	0					Kepler
2191	Kepler-244	Transit	3	4.31179200	0.00000800	-0.00000800	0					Kepler
2192	Kepler-244	Transit	3	9.76729200	0.00004600	-0.00004600	0					Kepler
2193	Kepler-244	Transit	3	20.05040100	0.00013000	-0.00013000	0					Kepler
2194	Kepler-245	Transit	4	7.49019000	0.00001900	-0.00001900	0					Kepler
2195	Kepler-245	Transit	4	17.46081200	0.00007600	-0.00007600	0					Kepler
2196	Kepler-245	Transit	4	36.27710800	0.00017300	-0.00017300	0					Kepler
2197	Kepler-245	Transit	4	3.21982106	0.00000474	-0.00000474	0					Kepler
2198	Kepler-246	Transit	2	4.60182000	0.00000800	-0.00000800	0					Kepler
2199	Kepler-246	Transit	2	11.18716100	0.00007500	-0.00007500	0					Kepler
2200	Kepler-247	Transit	3	3.33616000	0.00000700	-0.00000700	0					Kepler
2201	Kepler-247	Transit	3	9.43945200	0.00000700	-0.00000700	0					Kepler
2202	Kepler-247	Transit	3	20.47791200	0.00002600	-0.00002600	0					Kepler
2203	Kepler-248	Transit	2	6.30820500	0.00001000	-0.00001000	0					Kepler
2204	Kepler-248	Transit	2	16.23949400	0.00002400	-0.00002400	0					Kepler
2205	Kepler-249	Transit	3	3.30653900	0.00001000	-0.00001000	0					Kepler
2206	Kepler-249	Transit	3	7.11370200	0.00001800	-0.00001800	0					Kepler
2207	Kepler-249	Transit	3	15.36845900	0.00007000	-0.00007000	0					Kepler
2208	Kepler-25	Transit	3	6.23850000			0					Kepler
2209	Kepler-25	Transit	3	12.72040000			0					Kepler
2210	Kepler-25	Radial Velocity	3	123.00000000	2.00000000	-2.00000000	0					W. M. Keck Observatory
2211	Kepler-250	Transit	3	4.14814100	0.00004600	-0.00004600	0					Kepler
2212	Kepler-250	Transit	3	7.15680400	0.00002200	-0.00002200	0					Kepler
2213	Kepler-250	Transit	3	17.64831200	0.00008100	-0.00008100	0					Kepler
2214	Kepler-251	Transit	4	4.79093600	0.00003700	-0.00003700	0					Kepler
2215	Kepler-251	Transit	4	16.51404300	0.00005400	-0.00005400	0					Kepler
2216	Kepler-251	Transit	4	30.13300100	0.00016100	-0.00016100	0					Kepler
2217	Kepler-251	Transit	4	99.64016100	0.00107400	-0.00107400	0					Kepler
2218	Kepler-252	Transit	2	6.66839100	0.00003100	-0.00003100	0					Kepler
2219	Kepler-252	Transit	2	10.84846300	0.00001500	-0.00001500	0					Kepler
2220	Kepler-253	Transit	3	3.78398600	0.00001700	-0.00001700	0					Kepler
2221	Kepler-253	Transit	3	10.28195100	0.00003200	-0.00003200	0					Kepler
2222	Kepler-253	Transit	3	18.11986900	0.00006600	-0.00006600	0					Kepler
2223	Kepler-254	Transit	3	5.82666200	0.00001000	-0.00001000	0					Kepler
2224	Kepler-254	Transit	3	12.41218300	0.00008200	-0.00008200	0					Kepler
2225	Kepler-254	Transit	3	18.74647700	0.00012100	-0.00012100	0					Kepler
2226	Kepler-255	Transit	3	5.71460600	0.00005200	-0.00005200	0					Kepler
2227	Kepler-255	Transit	3	9.94604700	0.00003500	-0.00003500	0					Kepler
2228	Kepler-255	Transit	3	1.04562266	0.00000267	-0.00000267	0					Kepler
2229	Kepler-256	Transit	4	1.62049300	0.00000900	-0.00000900	0					Kepler
2230	Kepler-256	Transit	4	3.38802000	0.00001600	-0.00001600	0					Kepler
2231	Kepler-256	Transit	4	5.83917200	0.00003100	-0.00003100	0					Kepler
2232	Kepler-256	Transit	4	10.68157200	0.00006600	-0.00006600	0					Kepler
2233	Kepler-257	Transit	3	2.38266700	0.00000600	-0.00000600	0					Kepler
2234	Kepler-257	Transit	3	6.58148400	0.00000800	-0.00000800	0					Kepler
2235	Kepler-257	Transit	3	24.66455100	0.00005100	-0.00005100	0					Kepler
2236	Kepler-258	Transit	2	13.19722000	0.00001900	-0.00001900	0					Kepler
2237	Kepler-258	Transit	2	33.65307900	0.00018900	-0.00018900	0					Kepler
2238	Kepler-259	Transit	2	8.11531700	0.00002200	-0.00002200	0					Kepler
2239	Kepler-259	Transit	2	36.92493100	0.00018100	-0.00018100	0					Kepler
2240	Kepler-26	Transit	4	12.28000000	0.00030000	-0.00030000	0					Kepler
2241	Kepler-26	Transit	4	17.25590000	0.00060000	-0.00060000	0					Kepler
2242	Kepler-26	Transit	4	3.54391900	0.00001500	-0.00001500	0					Kepler
2243	Kepler-26	Transit	4	46.82791500	0.00017300	-0.00017300	0					Kepler
2244	Kepler-260	Transit	2	8.18739900	0.00002200	-0.00002200	0					Kepler
2245	Kepler-260	Transit	2	76.05017800	0.00102600	-0.00102600	0					Kepler
2246	Kepler-261	Transit	2	10.38122700	0.00001600	-0.00001600	0					Kepler
2247	Kepler-261	Transit	2	24.57085800	0.00006900	-0.00006900	0					Kepler
2248	Kepler-262	Transit	2	13.06085500	0.00016400	-0.00016400	0					Kepler
2249	Kepler-262	Transit	2	21.85372200	0.00018700	-0.00018700	0					Kepler
2250	Kepler-263	Transit	2	16.56808700	0.00006500	-0.00006500	0					Kepler
2251	Kepler-263	Transit	2	47.33277300	0.00045600	-0.00045600	0					Kepler
2252	Kepler-264	Transit	2	40.80623100	0.00053800	-0.00053800	0					Kepler
2253	Kepler-264	Transit	2	140.10126100	0.00367800	-0.00367800	0					Kepler
2254	Kepler-265	Transit	4	6.84626200	0.00006300	-0.00006300	0					Kepler
2255	Kepler-265	Transit	4	17.02893700	0.00013600	-0.00013600	0					Kepler
2256	Kepler-265	Transit	4	43.13061700	0.00065800	-0.00065800	0					Kepler
2257	Kepler-265	Transit	4	67.83102400	0.00139600	-0.00139600	0					Kepler
2258	Kepler-266	Transit	2	6.61833000	0.00004800	-0.00004800	0					Kepler
2259	Kepler-266	Transit	2	107.72360100	0.00164300	-0.00164300	0					Kepler
2260	Kepler-267	Transit	3	3.35372800	0.00000700	-0.00000700	0					Kepler
2261	Kepler-267	Transit	3	6.87745000	0.00001600	-0.00001600	0					Kepler
2262	Kepler-267	Transit	3	28.46451500	0.00018000	-0.00018000	0					Kepler
2263	Kepler-268	Transit	2	25.93413800	0.00014200	-0.00014200	0					Kepler
2264	Kepler-268	Transit	2	83.44639300	0.00076100	-0.00076100	0					Kepler
2265	Kepler-269	Transit	2	5.32671800	0.00003500	-0.00003500	0					Kepler
2266	Kepler-269	Transit	2	8.12789900	0.00014900	-0.00014900	0					Kepler
2267	Kepler-27	Transit	2	15.33480000			0					Kepler
2268	Kepler-27	Transit	2	31.33090000			0					Kepler
2269	Kepler-270	Transit	2	11.47609400	0.00007100	-0.00007100	0					Kepler
2270	Kepler-270	Transit	2	25.26288700	0.00059900	-0.00059900	0					Kepler
2271	Kepler-271	Transit	3	5.21773800	0.00004300	-0.00004300	0					Kepler
2272	Kepler-271	Transit	3	7.41093500	0.00004900	-0.00004900	0					Kepler
2273	Kepler-271	Transit	3	5.24972541	0.00004062	-0.00004062	0					Kepler
2274	Kepler-272	Transit	3	2.97135300	0.00001700	-0.00001700	0					Kepler
2275	Kepler-272	Transit	3	6.05734200	0.00003700	-0.00003700	0					Kepler
2276	Kepler-272	Transit	3	10.93730400	0.00007300	-0.00007300	0					Kepler
2277	Kepler-273	Transit	2	2.93653200	0.00000900	-0.00000900	0					Kepler
2278	Kepler-273	Transit	2	8.01492700	0.00005200	-0.00005200	0					Kepler
2279	Kepler-274	Transit	2	11.63478800	0.00013400	-0.00013400	0					Kepler
2280	Kepler-274	Transit	2	33.19786100	0.00089400	-0.00089400	0					Kepler
2281	Kepler-275	Transit	3	10.30068200	0.00025400	-0.00025400	0					Kepler
2282	Kepler-275	Transit	3	16.08813400	0.00016400	-0.00016400	0					Kepler
2283	Kepler-275	Transit	3	35.67606200	0.00064100	-0.00064100	0					Kepler
2284	Kepler-276	Transit	3	14.12841000	0.00011100	-0.00011100	0					Kepler
2285	Kepler-276	Transit	3	31.88400000			0					Kepler
2286	Kepler-276	Transit	3	48.64800000			0					Kepler
2287	Kepler-277	Transit	2	17.32400000			0					Kepler
2288	Kepler-277	Transit	2	33.00600000			0					Kepler
2289	Kepler-278	Transit	2	30.16054600	0.00031100	-0.00031100	0					Kepler
2290	Kepler-278	Transit	2	51.07877500	0.00089000	-0.00089000	0					Kepler
2291	Kepler-279	Transit	3	12.30968100	0.00005100	-0.00005100	0					Kepler
2292	Kepler-279	Transit	3	35.73600000			0					Kepler
2293	Kepler-279	Transit	3	54.41400000			0					Kepler
2294	Kepler-28	Transit	2	5.91230000			0					Kepler
2295	Kepler-28	Transit	2	8.98580000			0					Kepler
2296	Kepler-280	Transit	2	2.13954200	0.00000600	-0.00000600	0					Kepler
2297	Kepler-280	Transit	2	4.80709100	0.00000900	-0.00000900	0					Kepler
2298	Kepler-281	Transit	2	14.64600800	0.00013900	-0.00013900	0					Kepler
2299	Kepler-281	Transit	2	36.33737300	0.00011100	-0.00011100	0					Kepler
2300	Kepler-282	Transit	4	9.22052400	0.00034100	-0.00034100	0					Kepler
2301	Kepler-282	Transit	4	13.63872300	0.00049100	-0.00049100	0					Kepler
2302	Kepler-282	Transit	4	24.80600000			0					Kepler
2303	Kepler-282	Transit	4	44.34700000			0					Kepler
2304	Kepler-283	Transit	2	11.00815100	0.00002900	-0.00002900	0					Kepler
2305	Kepler-283	Transit	2	92.74371100	0.00141300	-0.00141300	0					Kepler
2306	Kepler-284	Transit	2	12.69914900	0.00007100	-0.00007100	0					Kepler
2307	Kepler-284	Transit	2	37.51445600	0.00035000	-0.00035000	0					Kepler
2308	Kepler-285	Transit	2	2.63386700	0.00001200	-0.00001200	0					Kepler
2309	Kepler-285	Transit	2	6.18667600	0.00005900	-0.00005900	0					Kepler
2310	Kepler-286	Transit	4	1.79630200	0.00000900	-0.00000900	0					Kepler
2311	Kepler-286	Transit	4	3.46809500	0.00002300	-0.00002300	0					Kepler
2312	Kepler-286	Transit	4	5.91432300	0.00005400	-0.00005400	0					Kepler
2313	Kepler-286	Transit	4	29.22128900	0.00037000	-0.00037000	0					Kepler
2314	Kepler-287	Transit	2	20.34219900	0.00008400	-0.00008400	0					Kepler
2315	Kepler-287	Transit	2	44.85189600	0.00024700	-0.00024700	0					Kepler
2316	Kepler-288	Transit	3	6.09732600	0.00006400	-0.00006400	0					Kepler
2317	Kepler-288	Transit	3	19.30577200	0.00013500	-0.00013500	0					Kepler
2318	Kepler-288	Transit	3	56.63374200	0.00090800	-0.00090800	0					Kepler
2319	Kepler-289	Transit	3	34.54500000	0.00050000	-0.00050000	0	700.00	14.00	-14.00	0	Kepler
2320	Kepler-289	Transit	3	125.85180000	0.00760000	-0.00760000	0	700.00	14.00	-14.00	0	Kepler
2321	Kepler-289	Transit	3	66.06340000	0.01140000	-0.01140000	0	700.00	14.00	-14.00	0	Kepler
2322	Kepler-29	Transit	2	10.33840000	0.00030000	-0.00030000	0	1400.00			0	Kepler
2323	Kepler-29	Transit	2	13.28840000	0.00050000	-0.00050000	0	1400.00			0	Kepler
2324	Kepler-290	Transit	2	14.58934700	0.00006600	-0.00006600	0					Kepler
2325	Kepler-290	Transit	2	36.77031000	0.00018300	-0.00018300	0					Kepler
2326	Kepler-291	Transit	2	3.54651100	0.00001600	-0.00001600	0					Kepler
2327	Kepler-291	Transit	2	5.70078600	0.00005500	-0.00005500	0					Kepler
2328	Kepler-292	Transit	5	2.58082700	0.00002000	-0.00002000	0					Kepler
2329	Kepler-292	Transit	5	3.71533500	0.00003300	-0.00003300	0					Kepler
2330	Kepler-292	Transit	5	7.05567900	0.00004300	-0.00004300	0					Kepler
2331	Kepler-292	Transit	5	11.97901000	0.00010100	-0.00010100	0					Kepler
2332	Kepler-292	Transit	5	20.83423700	0.00018400	-0.00018400	0					Kepler
2333	Kepler-293	Transit	2	19.25419600	0.00007900	-0.00007900	0					Kepler
2334	Kepler-293	Transit	2	54.15574300	0.00046600	-0.00046600	0					Kepler
2335	Kepler-294	Transit	2	3.70121200	0.00002500	-0.00002500	0					Kepler
2336	Kepler-294	Transit	2	6.62640000	0.00002800	-0.00002800	0					Kepler
2337	Kepler-295	Transit	3	12.64516400	0.00018100	-0.00018100	0					Kepler
2338	Kepler-295	Transit	3	21.52625800	0.00033600	-0.00033600	0					Kepler
2339	Kepler-295	Transit	3	33.88405400	0.00068500	-0.00068500	0					Kepler
2340	Kepler-296	Transit	5	10.86438400	0.00005100	-0.00004600	0	226.00	28.00	-18.00	0	Kepler
2341	Kepler-296	Transit	5	5.84163660	0.00001000	-0.00001000	0	226.00	28.00	-18.00	0	Kepler
2342	Kepler-296	Transit	5	19.85029100	0.00006100	-0.00005700	0	226.00	28.00	-18.00	0	Kepler
2343	Kepler-296	Transit	5	34.14211000	0.00025000	-0.00025000	0	226.00	28.00	-18.00	0	Kepler
2344	Kepler-296	Transit	5	63.33627000	0.00060000	-0.00062000	0	226.00	28.00	-18.00	0	Kepler
2345	Kepler-297	Transit	2	38.87182600	0.00015300	-0.00015300	0					Kepler
2346	Kepler-297	Transit	2	74.92013700	0.00012000	-0.00012000	0					Kepler
2347	Kepler-298	Transit	3	10.47546400	0.00002700	-0.00002700	0					Kepler
2348	Kepler-298	Transit	3	22.92881000	0.00038000	-0.00038000	0					Kepler
2349	Kepler-298	Transit	3	77.47363300	0.00061500	-0.00061500	0					Kepler
2350	Kepler-299	Transit	4	2.92712800	0.00003300	-0.00003300	0					Kepler
2351	Kepler-299	Transit	4	6.88587500	0.00004000	-0.00004000	0					Kepler
2352	Kepler-299	Transit	4	15.05478600	0.00018900	-0.00018900	0					Kepler
2353	Kepler-299	Transit	4	38.28548900	0.00142800	-0.00142800	0					Kepler
2354	Kepler-30	Transit	3	29.33434000	0.00815000	-0.00815000	0	1400.00			0	Kepler
2355	Kepler-30	Transit	3	60.32310500	0.00024400	-0.00024400	0	1400.00			0	Kepler
2356	Kepler-30	Transit	3	143.34394000	0.00858000	-0.00858000	0	1400.00			0	Kepler
2357	Kepler-300	Transit	2	10.44634700	0.00004300	-0.00004300	0					Kepler
2358	Kepler-300	Transit	2	40.71495500	0.00024500	-0.00024500	0					Kepler
2359	Kepler-301	Transit	3	2.50855300	0.00001200	-0.00001200	0					Kepler
2360	Kepler-301	Transit	3	5.41902600	0.00003200	-0.00003200	0					Kepler
2361	Kepler-301	Transit	3	13.75124300	0.00008100	-0.00008100	0					Kepler
2362	Kepler-302	Transit	2	30.18410400	0.00020300	-0.00020300	0					Kepler
2363	Kepler-302	Transit	2	127.28218400	0.00042700	-0.00042700	0					Kepler
2364	Kepler-303	Transit	2	1.93705500	0.00000400	-0.00000400	0					Kepler
2365	Kepler-303	Transit	2	7.06114900	0.00001900	-0.00001900	0					Kepler
2366	Kepler-304	Transit	4	3.29570900	0.00000200	-0.00000200	0					Kepler
2367	Kepler-304	Transit	4	5.31594600	0.00000700	-0.00000700	0					Kepler
2368	Kepler-304	Transit	4	9.65347100	0.00001500	-0.00001500	0					Kepler
2369	Kepler-304	Transit	4	1.49914695	0.00000280	-0.00000280	0					Kepler
2370	Kepler-305	Transit	3	5.48700000			0					Kepler
2371	Kepler-305	Transit	3	8.29100000			0					Kepler
2372	Kepler-305	Transit	3	16.73866100	0.00014500	-0.00014500	0					Kepler
2373	Kepler-306	Transit	4	4.64618600	0.00002500	-0.00002500	0					Kepler
2374	Kepler-306	Transit	4	7.24019300	0.00003200	-0.00003200	0					Kepler
2375	Kepler-306	Transit	4	17.32664400	0.00013700	-0.00013700	0					Kepler
2376	Kepler-306	Transit	4	44.84097500	0.00043900	-0.00043900	0					Kepler
2377	Kepler-307	Transit	2	10.42080000	0.00090000	-0.00080000	0					Kepler
2378	Kepler-307	Transit	2	13.07290000	0.00120000	-0.00120000	0					Kepler
2379	Kepler-308	Transit	2	9.69492800	0.00009000	-0.00009000	0					Kepler
2380	Kepler-308	Transit	2	15.38231000	0.00017100	-0.00017100	0					Kepler
2381	Kepler-309	Transit	2	5.92365300	0.00002800	-0.00002800	0					Kepler
